contributor_zip,total_population,median_age,median_income,hispanic_or_latino,num_donations,total_amt_donated,white_alone_percent,black_alone_percent,native_american_percent,asian_alone_percent,hawaiian_pacific_percent,other_race_percent,hispanic_or_latino_percent,two_or_more_races_percent,amt_donated_per_resident
20779,992,57.1,109931,0,2,335,96.16935483870968,2.0161290322580645,0,0.7056451612903225,0,1.1088709677419355,0,0,0.3377016129032258
20685,6750,47,119792,228,4,2276.9300000000003,79.65925925925926,14.681481481481482,0,0,0,2.4444444444444446,3.3777777777777773,3.214814814814815,0.337322962962963
20708,27909,35.3,80569,4384,13,9299.36,16.345981583001898,64.45591027983805,0.3009781790820165,3.300010749220682,0,10.605897739080582,15.708194489232863,4.991221469776774,0.33320290945573117
21224,44915,34.2,86443,7680,19,14900.38,64.25692975620618,13.924078815540467,0.5432483580095736,3.7916063675832126,0.004452855393521095,11.192252031615272,17.098964711121006,6.287431815651787,0.33174618724256927
21120,7319,44,148090,263,11,2418.27,89.08320808853668,2.1314387211367674,0,2.828255226123787,0,1.666894384478754,3.593387074736986,4.290203579724006,0.3304098920617571
20785,41281,36.5,83146,5761,20,13443.27,8.337976308713452,73.59802330369904,0.3730529783677721,2.6913107725103558,0,9.382040163755722,13.955572781667112,5.617596472953659,0.32565272159104675
21036,2145,47.6,185195,170,3,689,84.52214452214453,3.44988344988345,0,4.195804195804196,0,2.983682983682984,7.925407925407925,4.848484848484849,0.3212121212121212
21904,5975,43.4,89797,531,6,1875,86.89539748953975,7.380753138075313,0.05020920502092051,0.16736401673640167,0,0.9874476987447698,8.887029288702928,4.518828451882846,0.3138075313807531
20613,14800,44.2,145445,919,10,4641.1,22.89189189189189,64.45945945945945,0.08108108108108107,2.5472972972972974,0,2.4391891891891895,6.209459459459459,7.581081081081082,0.31358783783783784
21104,6077,46.1,195000,185,7,1900,77.45598156985355,5.512588448247491,0,10.696067138390655,0,0.6582195162086556,3.044265262465032,5.677143327299654,0.3126542701991114
20686,963,20.2,NA,59,2,300,79.33541017653167,12.2533748701973,0,3.322949117341641,0,0.4153686396677051,6.12668743509865,4.672897196261682,0.3115264797507788
21050,18076,42.7,117551,225,13,5629.799999999999,94.35162646603231,1.255808807258243,0.03319318433281699,1.2502766098694402,0,0.7191856605443682,1.2447444124806373,2.3899092719628237,0.31145164859482183
20662,2590,44.5,76250,0,5,800.25,60.810810810810814,28.764478764478763,2.0463320463320462,1.0424710424710426,0,4.1312741312741315,0,3.2046332046332044,0.30897683397683395
21111,4838,49.5,140966,149,7,1470,95.99007854485325,0.847457627118644,0,0.0413393964448119,0,0.28937577511368334,3.079785035138487,2.8317486564696153,0.30384456386936753
20874,61922,37.4,108211,15796,45,18785.87,36.83343561254481,23.403636833435613,0.19056232033849035,17.536578275895483,0,8.691579729336908,25.50951196666774,13.344207228448694,0.30337957430315554
21014,37097,41.4,109366,1650,35,11144.3,82.9420168746799,5.062403967975848,0.05930398684529747,3.566326118014934,0.301911205757878,1.6793810820281962,4.44779901339731,6.388656764697955,0.30040973663638565
20622,5471,45,121908,236,5,1631.2,78.92524218607203,7.548894169256077,0.12794735880095048,3.0341802229939683,0,0.5117894352038019,4.313653811003473,9.851946627673186,0.29815390239444345
21140,4255,43.8,141411,309,3,1251.31,92.45593419506463,0.282021151586369,0,0.18801410105757932,0,1.9976498237367801,7.262044653349001,5.076380728554641,0.2940799059929495
21520,2056,42,67708,29,2,600,97.27626459143968,2.237354085603113,0.048638132295719845,0.048638132295719845,0,0,1.4105058365758756,0.38910505836575876,0.2918287937743191
21029,13817,42.8,238095,272,9,4019.04,42.81681985959325,9.358037200550047,0.1375117608742853,41.62263877831657,0.5500470434971412,1.1362813924875153,1.9685894188318738,4.37866396468119,0.2908764565390461
21842,10951,53.1,68626,724,15,3151.48,89.27038626609442,3.5704501871975167,0.10044744772166926,0.49310565245183086,0,2.666423157702493,6.611268377317139,3.8991872888320698,0.2877801114053511
20705,28660,35.7,102816,11052,13,8175.32,15.983949755757154,36.468946266573624,0.0732728541521284,10.914166085136078,0,29.65457083042568,38.56245638520586,6.905094207955338,0.28525191905094205
21161,5625,46.4,109848,56,6,1597.75,96.23111111111112,0.4977777777777778,0,0.3377777777777778,0,0,0.9955555555555556,2.933333333333333,0.28404444444444443
21666,14193,44.4,119154,427,11,3898.29,88.11385894455013,4.741774113999859,0,1.9093919537800323,0,0.20432607623476362,3.008525329387726,5.030648911435215,0.27466286197421264
20722,6218,37.4,82241,2946,3,1662.51,17.594081698295273,33.12962367320682,3.377291733676423,3.7954326149887425,0.32164683177870695,33.193953039562565,47.37857832100354,8.587970408491476,0.2673705371502091
21722,6709,43.5,84906,139,5,1750,94.3359666120137,0.9688478163660754,0,1.475629751080638,0,0.2384856163362647,2.0718437919212995,2.981070204203309,0.26084364286778955
21911,10804,42.4,88583,760,8,2798.26,88.48574601999259,0.9811181044057756,0.15734912995186967,2.4157719363198815,0,3.9614957423176604,7.034431691965938,3.9985190670122175,0.2590022213994817
21239,28417,37.8,62547,1011,12,7275.14,14.681352711405147,76.76390892775451,0.07741844670443748,2.421085969666045,0,0.7530703452158919,3.5577295280993773,5.303163599253968,0.25601365379878244
21157,39816,41.1,96406,2044,28,10108.1,89.28320273256982,3.8627687361864576,0.18836648583484028,0.8263009845288327,0.00753465943339361,2.034358047016275,5.133614627285513,3.79746835443038,0.25387030339561983
21214,21510,41.2,77398,566,13,5315.23,35.20688052068805,58.87959088795909,0.6694560669456067,0.43700604370060436,0.037192003719200374,0.9251510925151092,2.6313342631334264,3.8447233844723385,0.24710506741050672
21915,2469,55.3,87841,166,4,604.76,92.4260834345889,0.5265289590927501,1.4985824220332118,0,0,1.0530579181855002,6.723369785338193,4.495747266099635,0.24494127176994734
21228,50268,42.7,102592,2855,67,12287.72,57.79024429060237,20.124134638338507,0.21683774966181268,13.207209357841968,0.21882708681467333,2.6557650990689905,5.679557571417203,5.78698177767168,0.2444441791994907
20620,1325,46.8,154128,333,3,320,55.77358490566038,10.716981132075471,0,3.471698113207547,0,0,25.132075471698112,30.037735849056602,0.24150943396226415
21655,4753,42.7,78000,96,2,1122.5,81.86408584052177,8.878602987586786,0.12623606143488322,0.4628655585945719,0,2.987586787292236,2.0197769829581316,5.680622764569746,0.23616663160109405
20715,26244,42.3,139056,2418,27,6143.0199999999995,45.60661484529797,38.08489559518366,0.1371742112482853,4.218106995884774,0,5.296448712086573,9.213534522176497,6.656759640298734,0.23407331199512268
21822,2686,36.5,42346,24,2,627.5,60.75949367088608,34.5867460908414,1.6753536857781088,0,0,0,0.8935219657483247,2.9784065524944157,0.2336187639612807
20886,34692,37.9,94586,12012,21,8090,36.08901187593682,22.846765824974057,0.4640839386602098,13.55067450709097,0,16.044044736538684,34.624697336561745,11.005419116799262,0.23319497290441601
21090,10346,38,118048,307,6,2400,84.09046974676203,6.2826213029190034,0,4.330175913396482,0,1.0052194084670405,2.967330369224821,4.291513628455442,0.2319737096462401
21793,10882,42.6,125203,1276,4,2446.39,78.66201065980518,8.353243888990994,0.23892666789193162,2.591435397904797,0,1.6265392391104576,11.725785701157875,8.527844146296637,0.22481069656313177
20879,27489,36.1,100324,9140,17,6001.71,36.814725890356144,20.41543890283386,0.632980464913238,13.849176034049984,0.1345992942631598,19.189493979409946,33.249663501764346,8.96358543417367,0.2183313325330132
21727,6588,28.4,82636,589,4,1405,81.17789921068609,8.060109289617486,0.7741347905282332,0.4857316332726169,0.10625379477838494,2.185792349726776,8.940497874924104,7.210078931390407,0.21326654523375835
20745,29355,38.4,77869,7547,10,6206.18,7.249190938511327,63.1033895418157,0.6370294668710611,3.774484755578266,0.0510986203372509,20.0340657468915,25.7094191790155,5.150740929994891,0.2114181570430932
21060,38418,37.4,95596,3904,25,7869.0999999999995,62.84293820604925,22.031339476287158,0.7444427091467541,3.7664636368368996,0.17700036441251496,4.65667135197043,10.161903274506741,5.781144255296996,0.20482846582331196
21710,4988,48.3,158918,280,5,1017,86.52766639935847,5.513231756214916,0.32076984763432237,2.0850040096230953,0,0.14033680834001605,5.613472333600641,5.41299117882919,0.20388933440256615
21769,12562,42.5,142887,359,8,2560,85.46409807355516,1.894602770259513,0.07164464257283872,5.0469670434644165,0,0.652762298996975,2.8578251870721223,6.869925171151091,0.20378920554051902
21043,47309,38.5,145000,2792,37,9635.47,51.57158257414023,11.858208797480394,0.22405884715381852,24.747933796951955,0,2.8958549113276546,5.90162548352322,8.702361072945951,0.2036709716967173
21758,4610,39,103081,306,6,925.49,82.40780911062907,6.442516268980477,0.1301518438177874,2.472885032537961,0,0.10845986984815618,6.637744034707159,8.43817787418655,0.20075704989154014
20770,28458,35.9,80876,4467,25,5711.5,20.55660974067046,51.012017710309934,0.5376344086021506,10.320472274931477,0,11.750650080820858,15.696816360952983,5.822615784665121,0.2006992761262211
21813,2927,47.4,103387,55,4,587.25,85.61667236077895,6.217970618380594,0,0.0341646737273659,0,1.400751622822002,1.8790570550051247,6.730440724291083,0.20063204646395627
20833,7949,46.6,195564,940,7,1583.5,65.74411875707636,9.938357026041011,0.3648257642470751,9.510630267958234,0,3.648257642470751,11.82538684111209,10.793810542206566,0.19920744747767014
20772,52596,42.2,131973,3323,25,10369.81,12.255684842953837,77.46216442315004,0.34793520419803786,1.2320328542094456,0.14639896570081376,4.47752680812229,6.317970948361092,4.078256901665526,0.1971596699368773
20744,55820,44.2,121068,9056,28,10929.86,9.613041920458617,67.10318882121103,1.5836617699749194,4.743819419562881,0,11.452884270870655,16.223575779290577,5.503403797921892,0.19580544607667505
21084,7366,50.6,114200,119,6,1426,91.569372793918,0.9231604670105892,0,3.25821341297855,0,0.4344284550638067,1.615530817268531,3.814824871029052,0.19359218028780886
20634,7853,33.1,131042,349,4,1505.13,56.25875461607029,32.95555838533045,0,2.2666496880173184,0,1.8591621036546542,4.444161466955303,6.659875206927289,0.19166305870368014
21075,36176,33.9,126378,3744,13,6884.56,42.674701459531185,25.69106590004423,0.16032728881026095,20.306280406899603,0,3.435979655019903,10.349402919062362,7.731645289694826,0.1903073861123397
21122,61444,39.4,118302,3017,38,11673.7,82.21144456741098,7.196797083523208,0.22622225115552375,1.9237028839268275,0,2.0360002603997134,4.910162098821691,6.405832953583751,0.18998925851181564
20676,2897,50,161071,78,3,550.3299999999999,88.33275802554367,6.4204349326889885,0,0,0,0,2.6924404556437693,5.246807041767346,0.18996548153261994
21784,37219,40.3,138923,1897,21,7053.29,81.78349767591821,6.609527391923479,0.49437115451785374,4.089309223783552,0.045675595797845185,1.1714446922270882,5.09685913108896,5.8061742658319675,0.1895077782852844
20774,51010,42.5,118595,1997,34,9642.79,5.389139384434424,86.54185453832581,0.09213879631444814,1.6879043324838268,0,1.958439521662419,3.9149186434032544,4.330523426779063,0.18903724759851012
20675,2060,51.5,128325,101,3,375,45.33980582524272,34.66019417475728,0,1.3106796116504855,0,6.067961165048544,4.902912621359223,12.62135922330097,0.1820388349514563
20735,39399,44.7,124371,3713,16,7156.42,8.21340643163532,77.48927637757303,0.3553389679941115,2.0888855047082413,0,7.119470037310592,9.4240970583009709,4.7336226807787,0.18163963552374426
21226,5902,36.4,71500,404,2,1052.5,57.4042697390715,19.97627922738055,0,4.913588614029143,0,6.50626906133514,6.8451372416130125,11.199593358183666,0.1783293798712301
21623,2187,37.5,69068,342,2,389.35,74.98856881572931,8.367626886145404,0.411522633744856,1.3260173754000915,0,11.979881115683586,15.637860082304528,2.9263831732967533,0.17802926383173298
20657,21054,35.4,110669,1142,13,3729,79.52408093473923,12.591431556948798,0.09024413413128146,0.9784364016338938,0.04274722143060701,0.8976916500427472,5.4241474304170225,5.87536810107343,0.17711598746081506
21801,30766,37.2,65750,1809,10,5433.5,54.72274588831827,33.73854254696743,0.1560163817200806,2.844048625105636,0,3.4031073262692586,5.879867386075538,5.135539231619321,0.1766072937658454
21788,11412,47.9,90091,426,11,1965,93.84858044164038,0.8762705923589205,0.13144058885383808,0.4468980021030494,0,1.2355415352260777,3.732912723449001,3.4612688398177354,0.17218717139852788
21071,526,37.7,NA,0,1,90,98.47908745247148,0,1.520912547528517,0,0,0,0,0,0.17110266159695817
21778,880,54.6,76063,0,1,150.2,100,0,0,0,0,0,0,0,0.17068181818181816
21144,37041,36.6,127055,3478,25,6281.67,47.51221619286736,32.94727464161335,0.37525984719634997,7.459301854701547,0,3.679706271428957,9.389595313301477,8.026241192192435,0.16958694419697093
21015,30485,40.1,135454,1365,15,4929.8,81.11530260783992,6.980482204362802,0.013121207151057896,5.0582253567328195,0,1.4630145973429556,4.477611940298507,5.369854026570445,0.16171231753321305
21154,7059,49.4,115000,48,6,1140.28,93.42683099589178,3.7115738773197333,0,0.5666525003541578,0.26915993766822494,0,0.6799830004249894,2.0257826887661143,0.16153562827595977
21713,9999,45.3,96555,165,10,1596.5900000000001,92.38923892389239,4.390439043904391,0,2.1702170217021703,0.1000100010001,0.15001500150015,1.65016501650165,0.8000800080008,0.1596749674967497
20737,24438,31.9,85752,14128,7,3814.17,20.230788116867174,26.945740240608888,0.9575251657255094,3.8873884933300595,0,41.656436696947374,57.81160487764956,6.322121286520992,0.15607537441689173
21061,55172,36.4,79778,4822,23,8538.369999999999,54.197781483361126,27.883709127818456,0.29362720220401656,4.255781918364388,0.1015007612557094,5.125788443413326,8.739940549554122,8.141811063582976,0.15475911694337705
21158,23011,42.1,109076,750,12,3408,90.17861022989005,1.7861022989005257,0,2.3510494980661423,0,1.0125592108122203,3.259310764417018,4.67167876233106,0.14810308113510928
20689,1884,47.6,174750,27,1,275,78.13163481953292,20.276008492569,0,0,0,0.5307855626326964,1.4331210191082804,1.0615711252653928,0.1459660297239915
21220,42652,37.4,77571,2711,13,6134.05,59.108599831191974,25.70571133827253,0.4853230798086842,5.64100159429804,0.08440401387977117,3.845071743411798,6.3560911563349904,5.1298883991372035,0.14381623370533622
21001,25908,35.8,76250,2429,8,3683.8999999999996,61.13941639647985,24.000308784931295,0.21614945190674695,3.5008491585610626,0,3.8482322062683343,9.375482476455149,7.29504400185271,0.14219160104986875
21918,4462,42.7,78691,121,2,630,90.04930524428507,2.2411474675033616,0.47064096817570594,0.2689376961004034,0,0.20170327207530256,2.7117884356790674,6.768265351860152,0.14119229045271178
21770,7786,41.4,175809,204,6,1075.4,75.27613665553558,10.05651168764449,0,10.12072951451323,0,0.7449267916773696,2.6200873362445414,3.8016953506293345,0.13811970202928334
21791,4855,42.6,88984,45,4,668,95.09783728115345,1.0916580844490216,0.10298661174047373,1.6683831101956745,0.20597322348094746,0.5355303810504635,0.9268795056642637,1.297631307929969,0.1375901132852729
21613,17945,42.6,51094,1187,16,2453,52.45472276400112,33.608247422680414,0,1.9838395096127055,0,3.1819448314293677,6.614655893006409,8.7712454722764,0.13669545834494287
21048,9759,46.8,125098,279,2,1300,88.7693411210165,3.1253202172353722,0,3.5864330361717394,0,0.23567988523414285,2.858899477405472,4.283225740342248,0.1332103699149503
21215,53674,42.6,49523,1885,8,7035,18.014308603793268,75.22450348399597,0.07266087863770168,1.2613183291724113,0.03167269068822894,2.081082088161866,3.5119424674889146,3.314453925550546,0.13106904646570033
21155,3063,36.3,129231,67,3,395,95.29872673849168,1.7303297420829251,0,1.2732615083251715,0,0.5550114267058439,2.187397975840679,1.1426705843943845,0.12895853738165197
21795,9772,40.9,84833,225,9,1252,87.01391731477692,4.124027834629554,0.08186655751125665,0.9209987720016374,0,0.5321326238231682,2.3024969300040934,7.327056897257471,0.12812116250511665
20871,27420,37.4,162472,3012,11,3439.08,33.52662290299052,16.2253829321663,0.47410649161196206,37.4434719183078,0.06929248723559446,5.328227571115974,10.98468271334792,6.932895696571845,0.1254223194748359
21561,2517,56,72159,27,2,312.5,93.76241557409615,0.9137862534763607,0,0,0.6356773937226857,0.9932459276916964,1.0727056019070322,3.6948748510131106,0.12415574096146206
20706,43797,38.5,99555,10252,13,5431.5,8.119277576089686,61.707422882845854,0.31280681325204923,5.785784414457611,0.04109870539078019,16.049044455099665,23.407995981459916,7.98456515286435,0.12401534351667923
21054,15687,40.8,152232,1009,11,1942.6,61.50953018422898,13.826735513482502,0.3314846688340664,9.128577803276599,0,4.398546567221266,6.432077516414866,10.805125262956588,0.12383502263020335
21774,15096,37.1,159542,810,5,1826.03,82.55829358770535,3.6301006889242182,0.271595124536301,3.510863804981452,0,0.27821939586645467,5.365659777424484,9.75092739798622,0.1209611817700053
20603,32495,38.5,132753,3093,14,3853.5,22.738882905062315,61.107862748115096,0.33235882443452835,5.6501000153869825,0,2.3018925988613637,9.518387444222189,7.868902908139713,0.11858747499615326
21229,44332,38.2,52692,1800,21,5203.68,18.142650906794188,74.2059911576288,0.11955246774339078,2.422629252007579,0,1.337634214562844,4.060272489398177,3.771542001263196,0.11737977082017505
21550,13640,47.4,61824,108,9,1596.05,96.5542521994135,0.5351906158357771,0.10263929618768329,0.5718475073313782,0,0.6158357771260997,0.7917888563049853,1.6202346041055717,0.1170124633431085
21771,31653,41.6,148909,2015,20,3638.92,87.09758948598869,4.264998578333807,0.05686664771111743,1.939784538590339,0.04422961488642467,1.9113512147347804,6.365905285438979,4.685179919754842,0.11496287871607747
21767,873,48.4,44531,27,1,100,95.07445589919816,0.572737686139748,0,0,0,0,3.0927835051546393,4.352806414662084,0.1145475372279496
20712,9630,39,64674,3674,7,1068,19.979231568016615,42.84527518172378,0,1.1838006230529596,0,29.989615784008304,38.15160955347871,6.0020768431983385,0.11090342679127727
20707,36352,39,97720,5731,15,3961.35,22.312389964788732,47.18034771126761,0.6959727112676056,11.097051056338028,0,9.157680457746478,15.765294894366196,9.55655809859155,0.1089719960387324
21502,41291,43.5,56958,873,10,4488.52,84.61650238550774,9.629217020658256,0.17437213920709113,0.8476423433678042,0,0.21796517400886392,2.11426218788598,4.5143009372502485,0.10870456031580733
21740,62760,39.3,57150,5319,35,6806.88,70.59114085404717,17.28648820905035,0.20076481835564053,1.7590822179732315,0.16730401529636713,2.1112173358827278,8.475143403441683,7.884002549394518,0.10845889101338432
21087,5597,52.4,113472,38,5,603.35,95.35465427907808,1.1256030016080043,0.3394675719135251,0.2501340003573343,0,0.6968018581382884,0.6789351438270502,2.2333392889047703,0.10779882079685546
20607,12080,42.8,151475,257,8,1245,18.683774834437088,65.7615894039735,0.7698675496688742,5.347682119205298,0,0.9685430463576159,2.127483443708609,8.468543046357615,0.10306291390728477
20716,22340,42,119507,1776,8,2284.75,18.858549686660698,68.69740376007162,0.4521038495971351,2.900626678603402,0,3.6347358997314236,7.949865711727842,5.456580125335721,0.10227170993733214
20866,16680,38.3,137990,2376,3,1703,21.552757793764986,46.06714628297362,0.42565947242206237,18.507194244604317,0,6.3549160671462825,14.244604316546763,7.09232613908873,0.10209832134292567
21787,10879,41,83669,472,6,1080.35,90.18292122437724,6.746943652909275,0,0.753745748690137,0,0.10111223458038424,4.338634065631032,2.215277139442964,0.09930600238992554
20646,21248,43.1,130168,816,9,2008.5,66.8910015060241,24.246987951807228,0.48004518072289154,2.654367469879518,0,1.120105421686747,3.8403614457831323,4.607492469879518,0.0945265436746988
21901,19938,36.3,105876,466,6,1789.31,87.39091182666266,5.953455712709399,0.08526431939010934,2.1215768883538972,0,0.6670679105226202,2.3372454609288793,3.7817233423613197,0.08974370548700973
21076,22041,35.9,137237,1528,9,1975,43.20130665577786,33.269815344131395,0.26314595526518764,11.637403021641486,0.09073998457420263,3.8383013474887706,6.93253482146908,7.699287691121093,0.08960573476702509
21783,9866,42.5,94432,180,3,868,93.81714980741943,1.804175957834989,0,0.8716805189539835,0,0.08108655990269613,1.824447597810663,3.4259071558889116,0.0879789174944253
21703,39606,35.5,103028,8684,19,3358.67,59.912639499065804,14.884108468413876,0.4973993839317275,9.132454678584052,0.06312174922991465,3.900924102408726,21.925970812503156,11.609352118365903,0.08480205019441499
21234,66095,40.5,80692,2585,26,5495,60.21938119373629,29.723882290642255,0.17701792873893638,4.6009531734624405,0,1.1392692336787957,3.91103714350556,4.139496179741282,0.08313790755730388
21851,7072,47.5,47901,204,3,581,57.720588235294116,36.84954751131222,0,1.2160633484162897,0,1.0322398190045248,2.8846153846153846,3.1815610859728505,0.08215497737556561
21237,30983,40.5,84118,2510,9,2511.88,44.434044476002974,38.421069618823225,0.3679437110673595,8.488525965852242,0.42604008649904784,2.8886808895200593,8.101216796307654,4.973695252235097,0.08107284639963852
21532,13229,33.5,55761,350,6,1069.32,87.8070904830297,7.218988585682968,0.13606470632700884,1.8293143850631188,0.022677451054501474,0.6122911784715398,2.645702623025172,2.373573210371154,0.08083150653866505
21074,15146,40.7,96367,409,4,1197.5,89.30410669483692,3.519080945464149,0.04621682292354417,2.436286808398257,0,1.9939257889871915,2.7003829393899377,2.7003829393899377,0.0790637792156345
20723,35845,36.7,128226,3428,12,2765.94,39.93862463384015,31.293067373413308,0.10322220672339238,16.063607197656577,0,5.998047147440368,9.56339796345376,6.603431440926211,0.07716390012554053
20602,28988,34.9,102536,2242,6,2185.7200000000003,22.53001241893197,64.1886297778391,0.38981647578308265,1.9559817855664414,0,2.3285497447219536,7.7342348558024,8.607009797157444,0.07540085552642474
20653,27053,34.7,96650,1971,11,1999.03,58.551731785753894,24.20433962961594,0,5.134365874394707,0,2.3472442982294015,7.285698443795513,9.762318412006062,0.07389309873211844
20732,10676,43,130008,306,4,731.4,77.2573997751967,10.443986511802173,0.32783814162607716,4.083926564256276,0,0.2529037092544024,2.8662420382165608,7.6339452978643685,0.06850880479580367
20616,6792,37.4,118864,431,4,460,13.015312131919906,75.63309776207304,0,2.65017667844523,0,1.4723203769140165,6.345700824499412,7.229093050647821,0.06772673733804475
20637,6221,44,141382,248,2,419.63,56.38964796656486,28.178749397203024,1.125221025558592,2.4915608423083104,0,0,3.9864973476932972,11.814820768365214,0.0674537855650217
20678,12874,38.5,115710,940,4,853.25,71.94345191859563,16.83237533012273,0.17088705918906325,2.3147428926518563,0,1.5768215006990833,7.301537983532702,7.161721298741649,0.06627699238775828
21236,38632,38.6,91855,1875,14,2496.8,57.94677987160903,19.874715261958997,0.173431352246842,15.792607165044522,0,1.9905777593704699,4.853489335266101,4.221888589770139,0.06463035825222614
21207,51765,37.8,59822,3645,14,3322.74,9.904375543320777,79.37409446537235,0.20090794938665119,2.293055153095721,0.25886216555587754,4.188158021829421,7.041437264560997,3.7805467014391962,0.06418893074471167
21562,3248,40.6,57693,59,2,200,98.15270935960592,0.5849753694581281,0,0.33866995073891626,0,0,1.816502463054187,0.9236453201970444,0.06157635467980296
20710,9781,33.6,58884,3103,1,600,3.9566506492178717,65.63746038237399,0,0.5111951743175545,0,24.61915959513342,31.724772518147425,5.275534198957161,0.06134342091810653
21133,32070,45.1,83305,1954,13,1943.51,11.780480199563454,78.92734642968506,0.22762706579357658,2.020579981290926,0.015590894917368257,2.3729342064234484,6.092921733707515,4.655441222326162,0.06060212036170876
20783,50387,32,79040,33883,10,2996,8.861412665965428,23.27981423779943,0.4644055014190168,3.2349613987734935,0.04961597237382659,58.16976601107429,67.24551967769465,5.940024212594518,0.05945978129279378
21227,35052,37.2,78626,3248,9,2046,64.61542850621933,18.141618167294304,0.13408650005705808,4.624557799840237,0,7.2948761839552665,9.266233025219673,5.189432842633801,0.058370421088668266
21205,14684,32.8,38211,2244,3,845,16.609915554344866,63.38872241895941,0.074911468264778,3.1054208662489784,0.006810133478616181,9.391174067011713,15.28193952601471,7.423045491691638,0.05754562789430673
21777,2360,38.3,126944,356,1,132.5,70.29661016949153,12.754237288135592,0.1694915254237288,5.677966101694915,0,2.457627118644068,15.084745762711865,8.64406779661017,0.05614406779661017
21919,3451,51.3,101806,0,1,183.5,98.60909881193857,0.4056795131845842,0,0.6954505940307157,0,0,0,0.28977108084613157,0.053172993335265144
21921,45081,39.4,80999,2515,15,2361.99,79.01111332934052,9.702535436214815,0.031055211729997118,1.4729043277655776,0.07985625873427829,2.7195492557840333,5.578846964353054,6.982986180430781,0.05239435682438277
21776,6434,40.7,106823,124,2,333.44,91.31178116257382,3.3882499222878457,0,0.5906123717749456,0,1.056885296860429,1.9272614236866645,3.652471246502953,0.05182468138016786
21009,32565,36.9,108703,1579,10,1592.28,72.9064947029019,17.230155074466452,0.07062797481959159,3.933671119299862,0,1.4094887148779365,4.848764010440657,4.44956241363427,0.048895439889451865
20724,18345,33.8,105757,3435,3,875,32.27582447533388,45.44562551103843,3.2651948759880076,5.65276642136822,0,8.023984736985556,18.724448078495502,5.336603979285909,0.047696920141727994
20619,13925,34.8,110960,1335,3,636.22,73.85996409335726,12.409335727109514,0.12208258527827648,1.9461400359066425,0,4.926391382405745,9.587073608617594,6.736086175942549,0.04568904847396769
20794,16035,37.8,111200,1918,6,724.75,40.124727159338946,43.28656064858123,0.32429061428125977,5.999376364203305,0.037418147801683815,3.3863423760523856,11.961334580604927,6.841284689741191,0.04519800436545058
21838,2219,46.9,85929,94,1,100,83.2356917530419,10.004506534474988,0,0,0,2.974312753492564,4.23614240648941,3.7854889589905363,0.04506534474988734
21160,2716,47.8,108424,26,1,120,94.91899852724595,1.4727540500736376,0.4418262150220913,3.166421207658321,0,0,0.9572901325478645,0,0.044182621502209134
21530,1783,46.9,57115,38,1,75,97.75659001682557,0.7291082445316881,0,0,0,1.233875490745934,2.131239484015704,0.28042624789680315,0.04206393718452047
21629,9988,39.5,65541,188,2,400,79.55546655987185,14.897877452943531,0.0500600720865038,0.1802162595114137,0,1.511814177012415,1.8822587104525432,3.8045654785742893,0.040048057669203045
20695,11455,40.2,121528,431,3,457.05,28.92186817983413,57.54692274116107,0,2.610213880401571,0,3.0117852466171975,3.7625491051942386,7.909209951986032,0.03989960715844609
20743,38692,38.6,73023,4907,5,1529,3.9930735035666283,82.91636514008064,0.39543057996485065,0.6383748578517523,0,9.151762638271476,12.682208208415178,2.9049932802646543,0.03951721286053965
21206,51020,36.5,61572,1605,8,1900.56,22.551940415523326,72.03841630733045,0.03920031360250882,1.6522932183457468,0.07252058016464132,1.4739317914543315,3.1458251666013326,2.1716973735789886,0.03725127401019208
21085,16590,43.8,100573,740,4,594.09,76.99216395418928,16.232670283303193,0.13863773357444242,1.4165159734779988,0,2.2724532851115127,4.460518384569018,2.9475587703435804,0.03581012658227848
21047,13419,45.1,150593,732,5,462.89,86.58618376928237,2.0716893956330575,0,5.454951933825173,0,0.14904240256352932,5.454951933825173,5.738132498695879,0.034495118861316044
21782,4389,42.1,82256,23,1,150,97.60765550239235,0,0.09113693324219639,0.4329004329004329,0,0.3189792663476874,0.5240373661426293,1.5493278651173388,0.03417634996582365
21826,5569,28.7,60513,544,1,175,65.09247620757766,24.474771054049203,0.6643921709463099,2.8012210450709283,0,2.908960316035195,9.768360567426827,4.0581792063207045,0.031423954031244386
21040,25110,36.8,86195,1778,4,764.95,37.801672640382314,47.33174034249303,0.2588610115491836,1.4814814814814816,0,1.8239745121465551,7.080844285145361,11.302270011947432,0.030463958582238153
21162,4322,37.6,138654,211,2,130,76.23785284590467,14.322073114298936,0,2.4988431281813974,0,1.2494215640906987,4.881999074502545,5.691809347524295,0.03007866728366497
20747,39279,38.7,71259,3059,7,1055.47,2.1665521016319156,86.67226762392119,0.8732401537717356,0.7790422363094783,0.33860332493189743,4.694620535146007,7.787876473433641,4.4756740242877875,0.026871101606456376
21617,10401,41.6,116827,154,2,273,87.8665512931449,7.172387270454764,0,1.442169022209403,0,1.9709643303528508,1.4806268628016537,1.5479280838380924,0.026247476204211133
20618,1087,57.9,78654,24,1,25,49.494020239190434,47.65409383624655,0,1.1039558417663293,0,0,2.2079116835326587,1.7479300827966882,0.022999080036798528
21639,4734,35.4,56173,753,1,105,75.98225602027884,7.37220109843684,5.344317701732151,0.10561892691170256,0,0.4013519222644698,15.906210392902409,10.794254330376003,0.022179974651457542
